DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
25-05-2020 10:15,z9Y9gH1T5YWrNuG,11050.14286,1079.857143,2174.285714,7082812.286
11-06-2020 12:00,uHbuxQJl8lW7ozc,9306.0,910.2571429,2308.0,7242816.0
11-06-2020 15:00,wCURE6d3bPkepu2,7624.5,746.325,4481.75,6986884.75
17-06-2020 23:30,McdE0feGgRqW7Ca,0.0,0.0,5992.0,7408587.0
12-06-2020 17:15,VHMLBKoKgIrUVDU,1816.142857,178.0,5757.428571,7420768.429
02-06-2020 14:45,WRmjgnKYAwPKWDb,8506.142857,831.4285714,5969.857143,7165669.857
17-06-2020 14:15,1BY6WEcLGh8j5v7,5533.857143,542.4571429,4516.428571,6484314.429
23-05-2020 08:45,uHbuxQJl8lW7ozc,7643.571429,748.3,825.1428571,7096078.143
17-05-2020 10:15,1BY6WEcLGh8j5v7,9028.142857,883.1857143,1888.714286,6273493.714
07-06-2020 20:30,wCURE6d3bPkepu2,0.0,0.0,6433.0,6959527.0
11-06-2020 16:00,1IF53ai7Xc0U56Y,4941.5,484.725,5173.25,6391793.25
16-05-2020 20:15,WRmjgnKYAwPKWDb,0.0,0.0,6615.0,7041430.0
29-05-2020 15:15,McdE0feGgRqW7Ca,7511.625,735.425,7099.5,7272055.5
24-05-2020 14:30,bvBOhCH3iADSZry,6492.0,635.7,6034.714286,6382806.714
05-06-2020 06:45,1IF53ai7Xc0U56Y,1527.857143,149.3714286,43.85714286,6340898.857
16-06-2020 20:30,VHMLBKoKgIrUVDU,0.0,0.0,6332.0,7450201.0
09-06-2020 18:00,pkci93gMrogZuBj,869.7142857,84.44285714,8216.571429,7362692.571
14-06-2020 21:15,WRmjgnKYAwPKWDb,0.0,0.0,7405.0,7254584.0
06-06-2020 10:15,McdE0feGgRqW7Ca,9571.714286,934.9285714,2044.428571,7326725.429
16-06-2020 09:15,adLQvlD726eNBSB,6755.857143,661.7,1084.142857,6513086.143
31-05-2020 22:45,sjndEbLyjtCKgGv,0.0,0.0,5987.0,7142242.0
17-05-2020 23:15,iCRJl6heRkivqQ3,0.0,0.0,7519.0,7198367.0
09-06-2020 19:30,pkci93gMrogZuBj,0.0,0.0,8240.0,7362716.0
16-05-2020 23:45,ZnxXDlPa8U1GXgE,0.0,0.0,6676.0,6535152.0
13-06-2020 11:30,7JYdWkrLSPkdwr4,11094.5,1082.4375,3570.25,7815987.25
16-05-2020 10:30,YxYtjZvoooNbGkE,9287.285714,908.3714286,1870.428571,7188127.429
07-06-2020 10:00,VHMLBKoKgIrUVDU,6926.875,678.4,1511.5,7379500.5
19-05-2020 16:45,McdE0feGgRqW7Ca,3799.285714,373.3857143,6804.142857,7191895.143
07-06-2020 13:00,VHMLBKoKgIrUVDU,12663.42857,1234.685714,4976.714286,7382965.714
17-06-2020 17:00,VHMLBKoKgIrUVDU,1340.0,130.4,5868.0,7456069.0
01-06-2020 17:15,ih0vzX44oOqAx2f,976.4285714,94.85714286,5685.857143,6313917.857
13-06-2020 04:45,adLQvlD726eNBSB,0.0,0.0,0.0,6488722.0
02-06-2020 08:45,1BY6WEcLGh8j5v7,7080.571429,693.3285714,833.1428571,6384272.143
19-05-2020 16:30,VHMLBKoKgIrUVDU,4654.375,456.7125,6685.75,7239239.75
02-06-2020 09:30,ZnxXDlPa8U1GXgE,9799.0,957.3857143,1488.285714,6656931.286
05-06-2020 20:30,z9Y9gH1T5YWrNuG,0.0,0.0,7739.0,7171001.0
24-05-2020 09:30,1BY6WEcLGh8j5v7,8408.125,822.65,1285.125,6321688.125
03-06-2020 12:30,pkci93gMrogZuBj,11015.42857,1075.585714,3758.142857,7311408.143
26-05-2020 04:30,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7289525.0
18-05-2020 12:30,uHbuxQJl8lW7ozc,8626.125,844.0625,2056.625,7060849.625
15-06-2020 09:00,WRmjgnKYAwPKWDb,8168.125,799.325,1120.5,7255704.5
21-05-2020 21:15,ih0vzX44oOqAx2f,0.0,0.0,0.0,6233543.0
07-06-2020 16:15,iCRJl6heRkivqQ3,6557.25,642.3,7691.875,7355925.875
13-06-2020 04:45,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6549387.0
11-06-2020 03:45,iCRJl6heRkivqQ3,0.0,0.0,0.0,7379779.0
06-06-2020 13:45,7JYdWkrLSPkdwr4,9546.5,932.575,4960.5,7769100.5
02-06-2020 17:15,wCURE6d3bPkepu2,1572.0,153.6571429,7450.0,6922794.0
08-06-2020 18:00,uHbuxQJl8lW7ozc,855.1428571,82.98571429,8380.857143,7225529.857
20-05-2020 08:00,bvBOhCH3iADSZry,4833.125,474.125,375.0,6347282.0
12-06-2020 23:30,ih0vzX44oOqAx2f,0.0,0.0,5710.0,6392263.0
13-06-2020 03:45,adLQvlD726eNBSB,0.0,0.0,0.0,6488722.0
11-06-2020 14:30,uHbuxQJl8lW7ozc,9690.285714,946.8428571,4114.428571,7244622.429
31-05-2020 03:45,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7127597.0
30-05-2020 20:30,VHMLBKoKgIrUVDU,0.0,0.0,7270.0,7328329.0
21-05-2020 23:15,1BY6WEcLGh8j5v7,0.0,0.0,7243.0,6305589.0
31-05-2020 15:45,ih0vzX44oOqAx2f,3019.285714,296.5857143,5540.571429,6307807.571
07-06-2020 06:15,7JYdWkrLSPkdwr4,415.0,40.125,5.625,7770462.625
09-06-2020 16:15,z9Y9gH1T5YWrNuG,5627.142857,551.4571429,7064.857143,7198488.857
06-06-2020 04:45,pkci93gMrogZuBj,0.0,0.0,0.0,7331487.0
17-05-2020 20:15,3PZuoBAID5Wc2HD,0.0,0.0,7794.0,7008483.0
14-06-2020 01:45,bvBOhCH3iADSZry,0.0,0.0,0.0,6517642.0
06-06-2020 15:30,pkci93gMrogZuBj,4472.375,438.975,6063.75,7337550.75
16-05-2020 08:30,WRmjgnKYAwPKWDb,5936.857143,581.7571429,580.7142857,7035395.714
05-06-2020 19:45,pkci93gMrogZuBj,0.0,0.0,7796.0,7331487.0
27-05-2020 15:15,3PZuoBAID5Wc2HD,5357.0,525.2285714,5719.142857,7084430.143
16-06-2020 10:30,wCURE6d3bPkepu2,8568.0,838.3428571,2143.714286,7018587.714
08-06-2020 05:30,adLQvlD726eNBSB,0.0,0.0,0.0,6453384.0
05-06-2020 05:15,adLQvlD726eNBSB,0.0,0.0,0.0,6430581.0
04-06-2020 03:30,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7243501.0
26-05-2020 14:00,sjndEbLyjtCKgGv,9399.625,917.875,6021.625,7104132.625
01-06-2020 14:00,bvBOhCH3iADSZry,2696.571429,264.0857143,4654.714286,6437921.714
09-06-2020 06:45,3PZuoBAID5Wc2HD,1618.625,158.2375,55.625,7175788.625
16-05-2020 03:00,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7014252.0
14-06-2020 00:30,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6557822.0
16-06-2020 08:30,ZnxXDlPa8U1GXgE,5789.285714,567.3857143,590.4285714,6759094.429
23-05-2020 17:15,sjndEbLyjtCKgGv,2882.285714,282.8428571,8316.857143,7081278.857
06-06-2020 04:45,YxYtjZvoooNbGkE,0.0,0.0,0.0,7342489.0
02-06-2020 10:30,uHbuxQJl8lW7ozc,7532.0,737.3,2311.0,7173253.0
17-06-2020 07:15,adLQvlD726eNBSB,2119.571429,207.8285714,61.42857143,6518459.429
05-06-2020 01:00,wCURE6d3bPkepu2,0.0,0.0,0.0,6939021.0
21-05-2020 09:00,wCURE6d3bPkepu2,8051.25,788.05,962.625,6825206.625
21-05-2020 14:15,VHMLBKoKgIrUVDU,8533.0,833.5285714,6248.142857,7254772.143
16-06-2020 10:45,sjndEbLyjtCKgGv,9520.375,930.5375,2346.5,7251885.5
17-05-2020 11:15,1BY6WEcLGh8j5v7,10160.14286,991.8285714,2945.142857,6274550.143
26-05-2020 08:00,ih0vzX44oOqAx2f,4994.857143,489.7285714,407.7142857,6264986.714
03-06-2020 05:15,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7235727.0
29-05-2020 08:45,1IF53ai7Xc0U56Y,5765.857143,565.0571429,680.1428571,6290638.143
07-06-2020 13:00,ZnxXDlPa8U1GXgE,12618.75,1230.3125,4942.125,6697996.125
29-05-2020 15:45,McdE0feGgRqW7Ca,7475.0,731.8625,7445.5,7272401.5
22-05-2020 22:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7234593.0
05-06-2020 13:00,ih0vzX44oOqAx2f,8035.25,786.4625,3961.0,6340980.0
17-06-2020 06:45,VHMLBKoKgIrUVDU,471.0,45.7,0.0,7450201.0
04-06-2020 22:00,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7194535.0
17-06-2020 06:00,pkci93gMrogZuBj,0.0,0.0,0.0,7409478.0
03-06-2020 13:45,uHbuxQJl8lW7ozc,9056.5,885.95,5009.0,7183414.0
24-05-2020 23:45,ZoEaEvLYb1n2sOq,0.0,0.0,7985.0,7170169.0
25-05-2020 13:45,ZnxXDlPa8U1GXgE,11796.14286,1150.128571,6383.285714,6602139.286
11-06-2020 04:15,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6386620.0
09-06-2020 09:15,WRmjgnKYAwPKWDb,7182.125,703.075,1311.75,7214312.75
28-05-2020 15:00,ih0vzX44oOqAx2f,9909.75,968.9875,7045.625,6285900.625
20-05-2020 05:15,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6216430.0
06-06-2020 09:45,YxYtjZvoooNbGkE,7203.25,704.7375,1529.625,7344018.625
05-06-2020 07:00,1BY6WEcLGh8j5v7,1306.625,127.225,70.25,6405450.25
21-05-2020 07:45,z9Y9gH1T5YWrNuG,3321.0,326.28,312.6,7049573.6
18-05-2020 12:00,ZnxXDlPa8U1GXgE,8239.75,806.3625,1634.0,6544372.0
01-06-2020 00:45,iCRJl6heRkivqQ3,0.0,0.0,0.0,7304567.0
30-05-2020 16:15,adLQvlD726eNBSB,5647.25,553.45,6912.5,6394264.5
19-05-2020 23:45,z9Y9gH1T5YWrNuG,0.0,0.0,6892.0,7040465.0
06-06-2020 11:30,sjndEbLyjtCKgGv,7884.375,770.05,3101.125,7182378.125
14-06-2020 09:15,3PZuoBAID5Wc2HD,8665.125,847.8125,1088.5,7211807.5
11-06-2020 00:30,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7801091.0
16-05-2020 05:45,ih0vzX44oOqAx2f,0.0,0.0,0.0,6191360.0
15-05-2020 22:45,zVJPv84UY57bAof,0.0,0.0,5965.0,7122116.0
13-06-2020 07:30,pkci93gMrogZuBj,3245.875,318.85,187.625,7380994.625
02-06-2020 22:15,ih0vzX44oOqAx2f,0.0,0.0,0.0,6321311.0
30-05-2020 17:00,7JYdWkrLSPkdwr4,3250.857143,319.5428571,6952.285714,7721787.286
16-05-2020 06:00,WRmjgnKYAwPKWDb,55.375,5.35,0.0,7034815.0
15-06-2020 00:45,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7254584.0
16-05-2020 17:30,z9Y9gH1T5YWrNuG,1176.375,114.375,6443.75,7020695.75
22-05-2020 03:15,adLQvlD726eNBSB,0.0,0.0,0.0,6321573.0
27-05-2020 13:45,sjndEbLyjtCKgGv,4185.75,411.1875,4883.625,7110772.625
21-05-2020 13:00,z9Y9gH1T5YWrNuG,12289.85714,1198.671429,4912.571429,7054173.571
16-06-2020 22:00,WRmjgnKYAwPKWDb,0.0,0.0,6264.0,7267579.0
13-06-2020 19:15,1BY6WEcLGh8j5v7,0.0,0.0,7984.0,6463663.0
06-06-2020 16:45,z9Y9gH1T5YWrNuG,1283.875,124.9125,6214.125,7177215.125
29-05-2020 10:00,zVJPv84UY57bAof,9679.75,945.625,1600.875,7222073.875
23-05-2020 08:00,1IF53ai7Xc0U56Y,4667.142857,457.9857143,346.1428571,6240880.143
02-06-2020 10:15,ZnxXDlPa8U1GXgE,7320.285714,716.6857143,2188.714286,6657631.714
11-06-2020 08:30,7JYdWkrLSPkdwr4,3018.875,296.4625,326.25,7801417.25
08-06-2020 08:45,uHbuxQJl8lW7ozc,7230.375,707.9875,701.0,7217850.0
16-05-2020 13:45,McdE0feGgRqW7Ca,7624.625,746.325,4768.75,7170203.75
17-05-2020 00:00,bvBOhCH3iADSZry,0.0,0.0,0.0,6328648.0
11-06-2020 17:30,iCRJl6heRkivqQ3,1441.5,140.6125,5626.875,7385405.875
03-06-2020 20:30,zBIq5rxdHJRwDNY,0.0,0.0,7888.0,6484342.0
16-06-2020 09:45,uHbuxQJl8lW7ozc,8998.142857,880.2428571,1414.142857,7276157.143
11-06-2020 18:00,VHMLBKoKgIrUVDU,630.5,61.05,5700.375,7414995.375
17-06-2020 13:45,YxYtjZvoooNbGkE,8591.571429,840.0142857,4492.0,7424048.0
29-05-2020 11:45,1BY6WEcLGh8j5v7,11271.5,1100.0375,3223.75,6361033.75
15-06-2020 20:00,bvBOhCH3iADSZry,0.0,0.0,6192.0,6527792.0
02-06-2020 09:00,ih0vzX44oOqAx2f,6324.714286,619.6,1044.142857,6315027.143
22-05-2020 16:00,WRmjgnKYAwPKWDb,3257.0,320.2714286,6912.285714,7084270.286
14-06-2020 07:45,VHMLBKoKgIrUVDU,4609.571429,452.2714286,310.5714286,7429876.571
30-05-2020 10:30,uHbuxQJl8lW7ozc,5310.75,520.575,1404.25,7153336.25
17-05-2020 22:45,1BY6WEcLGh8j5v7,0.0,0.0,7045.0,6278650.0
03-06-2020 15:00,z9Y9gH1T5YWrNuG,12308.57143,1201.157143,6376.714286,7153650.714
24-05-2020 05:45,McdE0feGgRqW7Ca,0.0,0.0,0.0,7224636.0
02-06-2020 12:45,sjndEbLyjtCKgGv,11006.14286,1075.014286,4129.428571,7152137.429
04-06-2020 13:45,ih0vzX44oOqAx2f,10719.57143,1047.071429,5275.428571,6334285.429
02-06-2020 23:45,wCURE6d3bPkepu2,0.0,0.0,2821.875,6922869.0
05-06-2020 21:15,McdE0feGgRqW7Ca,0.0,0.0,7920.0,7324681.0
11-06-2020 21:15,3PZuoBAID5Wc2HD,0.0,0.0,5717.0,7196186.0
24-05-2020 00:45,pkci93gMrogZuBj,0.0,0.0,0.0,7233675.0
20-05-2020 21:30,VHMLBKoKgIrUVDU,0.0,0.0,8982.0,7248524.0
16-05-2020 04:45,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6190002.0
28-05-2020 10:15,zBIq5rxdHJRwDNY,10181.25,995.35,2113.125,6436196.125
09-06-2020 16:30,rGa61gmuvPhdLxV,5310.125,520.5125,7792.375,7303756.375
10-06-2020 06:45,wCURE6d3bPkepu2,1310.285714,127.7,46.57142857,6976026.571
17-05-2020 00:30,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6535152.0
15-06-2020 19:15,pkci93gMrogZuBj,0.0,0.0,6795.0,7403217.0
15-06-2020 09:15,uHbuxQJl8lW7ozc,8879.875,868.7125,1309.875,7269146.875
12-06-2020 07:00,rGa61gmuvPhdLxV,941.4285714,91.47142857,40.57142857,7316472.571
26-05-2020 02:30,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7289525.0
02-06-2020 18:15,pkci93gMrogZuBj,290.625,28.0875,7344.5,7307644.5
18-05-2020 22:15,zVJPv84UY57bAof,0.0,0.0,5390.0,7141405.0
24-05-2020 05:30,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6587728.0
31-05-2020 04:00,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6457301.0
12-06-2020 22:45,VHMLBKoKgIrUVDU,0.0,0.0,5903.0,7420914.0
31-05-2020 16:30,sjndEbLyjtCKgGv,1812.428571,177.6428571,5745.0,7142000.0
12-06-2020 15:30,McdE0feGgRqW7Ca,5915.428571,579.6571429,5275.857143,7372648.857
18-05-2020 00:45,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7118208.0
23-05-2020 20:45,WRmjgnKYAwPKWDb,0.0,0.0,8431.0,7093026.0
20-05-2020 22:45,ih0vzX44oOqAx2f,0.0,0.0,8664.0,6225941.0
02-06-2020 11:30,7JYdWkrLSPkdwr4,6328.75,620.025,3004.375,7736628.375
27-05-2020 17:45,sjndEbLyjtCKgGv,620.4285714,60.07142857,6665.142857,7112554.143
19-05-2020 08:00,sjndEbLyjtCKgGv,1944.142857,190.4571429,319.7142857,7042724.714
15-06-2020 04:15,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7437055.0
16-05-2020 04:00,McdE0feGgRqW7Ca,0.0,0.0,0.0,7165435.0
17-06-2020 09:00,YxYtjZvoooNbGkE,5087.428571,498.7285714,689.7142857,7420245.714
10-06-2020 14:15,VHMLBKoKgIrUVDU,9083.142857,888.4714286,5245.428571,7408061.429
11-06-2020 12:00,z9Y9gH1T5YWrNuG,9448.0,924.0714286,2273.285714,7207738.286
13-06-2020 08:15,1BY6WEcLGh8j5v7,5900.875,578.2125,518.875,6456197.875
04-06-2020 20:30,sjndEbLyjtCKgGv,0.0,0.0,0.0,7171518.0
10-06-2020 01:30,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6531405.0
19-05-2020 03:15,bvBOhCH3iADSZry,0.0,0.0,0.0,6340538.0
19-05-2020 17:15,ZoEaEvLYb1n2sOq,1815.857143,177.9142857,6738.714286,7130265.714
22-05-2020 01:15,bvBOhCH3iADSZry,0.0,0.0,0.0,6362148.0
21-05-2020 16:45,ZoEaEvLYb1n2sOq,2599.125,254.9375,7510.5,7146578.5
27-05-2020 00:30,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7097183.0
27-05-2020 08:45,YxYtjZvoooNbGkE,7634.125,747.4,822.875,7270155.875
10-06-2020 09:15,1BY6WEcLGh8j5v7,6528.0,639.5285714,971.8571429,6440041.857
23-05-2020 19:15,z9Y9gH1T5YWrNuG,0.0,0.0,8543.0,7072762.0
14-06-2020 14:45,ih0vzX44oOqAx2f,6361.5,623.2,5832.125,6406350.125
20-05-2020 10:45,zVJPv84UY57bAof,11063.28571,1081.142857,2693.142857,7151030.143
11-06-2020 23:00,wCURE6d3bPkepu2,0.0,0.0,5651.0,6988054.0
28-05-2020 14:45,7JYdWkrLSPkdwr4,7921.714286,775.2,6811.428571,7705361.429
22-05-2020 04:15,wCURE6d3bPkepu2,0.0,0.0,0.0,6832055.0
30-05-2020 03:30,zVJPv84UY57bAof,0.0,0.0,0.0,7228687.0
04-06-2020 12:00,pkci93gMrogZuBj,13048.57143,1272.214286,3585.857143,7319021.857
06-06-2020 08:45,iCRJl6heRkivqQ3,6326.857143,619.8142857,925.0,7342728.0
13-06-2020 02:00,bvBOhCH3iADSZry,0.0,0.0,0.0,6509779.0
21-05-2020 15:30,1IF53ai7Xc0U56Y,7926.125,775.7375,7150.625,6232577.625
06-06-2020 14:45,pkci93gMrogZuBj,2457.857143,241.1,5740.571429,7337227.571
16-05-2020 22:45,zVJPv84UY57bAof,0.0,0.0,6419.0,7128535.0
07-06-2020 19:15,ih0vzX44oOqAx2f,0.0,0.0,8019.0,6358692.0
26-05-2020 05:00,zVJPv84UY57bAof,0.0,0.0,0.0,7197609.0
18-05-2020 10:15,uHbuxQJl8lW7ozc,2257.75,221.375,680.125,7059473.125
14-06-2020 13:30,ZoEaEvLYb1n2sOq,9934.285714,971.3571429,4606.714286,7320369.714
28-05-2020 03:30,sjndEbLyjtCKgGv,0.0,0.0,0.0,7112565.0
15-06-2020 12:15,adLQvlD726eNBSB,5961.285714,584.1142857,4142.571429,6509228.571
08-06-2020 04:00,adLQvlD726eNBSB,0.0,0.0,0.0,6453384.0
07-06-2020 05:00,zBIq5rxdHJRwDNY,0.0,0.0,0.0,6506728.0
15-06-2020 13:30,ih0vzX44oOqAx2f,3468.625,340.4625,4728.625,6412411.625
21-05-2020 17:45,ZnxXDlPa8U1GXgE,438.375,42.3875,7806.625,6571851.625
13-06-2020 19:30,bvBOhCH3iADSZry,0.0,0.0,7863.0,6517642.0
03-06-2020 21:00,ZoEaEvLYb1n2sOq,0.0,0.0,7774.0,7243501.0
05-06-2020 16:30,uHbuxQJl8lW7ozc,6255.428571,612.8285714,7234.142857,7201769.143
05-06-2020 05:00,zVJPv84UY57bAof,0.0,0.0,0.0,7271273.0
26-05-2020 08:30,z9Y9gH1T5YWrNuG,6734.714286,659.6714286,695.2857143,7090135.286
31-05-2020 08:15,bvBOhCH3iADSZry,3302.0,324.35,308.75,6427989.75
21-05-2020 16:30,1BY6WEcLGh8j5v7,3912.125,384.2125,7058.25,6305404.25
06-06-2020 11:45,zBIq5rxdHJRwDNY,5812.5,568.225,3262.75,6503564.75
04-06-2020 21:45,7JYdWkrLSPkdwr4,0.0,0.0,7999.0,7756621.0
29-05-2020 16:15,1BY6WEcLGh8j5v7,5846.571429,572.9428571,7132.142857,6364942.143
13-06-2020 00:15,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7202086.0
28-05-2020 18:15,uHbuxQJl8lW7ozc,280.4285714,27.1,8370.428571,7143628.429
03-06-2020 07:15,1IF53ai7Xc0U56Y,2287.25,224.2625,108.75,6324892.75
20-05-2020 18:15,WRmjgnKYAwPKWDb,347.375,33.5875,8788.5,7069720.5
22-05-2020 02:00,YxYtjZvoooNbGkE,0.0,0.0,0.0,7229034.0
12-06-2020 15:15,uHbuxQJl8lW7ozc,4921.714286,482.5571429,5081.428571,7251287.429
22-05-2020 15:30,sjndEbLyjtCKgGv,4268.375,418.9125,6545.0,7072431.0
14-06-2020 14:45,wCURE6d3bPkepu2,6499.142857,636.6428571,5953.285714,7008322.286
31-05-2020 05:30,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7109488.0
22-05-2020 06:15,ZoEaEvLYb1n2sOq,564.1428571,54.58571429,11.42857143,7146696.429
11-06-2020 13:45,adLQvlD726eNBSB,6528.5,639.5125,3614.125,6480558.125
12-06-2020 04:45,ih0vzX44oOqAx2f,0.0,0.0,0.0,6386553.0
13-06-2020 16:15,wCURE6d3bPkepu2,3241.5,317.975,8123.0,7002031.0
06-06-2020 02:45,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7202373.0
13-06-2020 16:15,McdE0feGgRqW7Ca,3289.0,322.65,8250.125,7381578.125
20-05-2020 08:15,adLQvlD726eNBSB,6322.25,619.375,582.5,6305095.5
17-06-2020 19:00,1IF53ai7Xc0U56Y,0.0,0.0,6034.0,6433566.0
28-05-2020 18:30,3PZuoBAID5Wc2HD,81.14285714,7.828571429,8527.714286,7093978.714
21-05-2020 17:00,iCRJl6heRkivqQ3,1067.375,103.75,7770.5,7227375.5
16-05-2020 14:00,z9Y9gH1T5YWrNuG,6762.142857,662.2285714,4904.857143,7019156.857
17-06-2020 13:15,7JYdWkrLSPkdwr4,9432.142857,922.1714286,4024.285714,7844989.286
25-05-2020 15:00,sjndEbLyjtCKgGv,10245.57143,1001.685714,7558.0,7096909.0
17-06-2020 19:45,1IF53ai7Xc0U56Y,0.0,0.0,6034.0,6433566.0
19-05-2020 11:15,7JYdWkrLSPkdwr4,7358.428571,719.5142857,2326.285714,7630698.286
25-05-2020 13:00,rGa61gmuvPhdLxV,12427.0,1211.6375,5413.5,7188708.5
10-06-2020 05:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7373220.0
